date,type,registration,operator,fat.,location,,pic,cat,
23232,Douglas C-117D (DC-3),,US Navy,0,near Amalfi,,,A1,Italy
23233,Consolidated PBY-6A Catalina,L-865,Danish AF,13,Kap Desolation,,,A1,Greenland
23235,Vickers 708 Viscount,F-BGNV,Air Inter,15+ 1,near Lyon,,,A1,France
23237,Curtiss C-46F,N67941,Aaxico Airlines,1,near Great Falls-...,,,A1,USA
23239,Antonov An-2T,CCCP-98218,"Aeroflot, Moldova",0,Kishinev Air...,,,O1,Moldova
23239,Tupolev Tu-104A,OK-LDB,CSA,0,Mumbai-Santa...,,,O1,India
23239,Lisunov Li-2T,CCCP-65680,"Aeroflot, Moldova",0,Kishinev Air...,,,O1,Moldova
23239,Lisunov Li-2P,CCCP-54920,"Aeroflot, Moldova",0,Kishinev Air...,,,O1,Moldova
23240,DH-114 Heron 1B,JA6155,Fujita Airlines,19,Mount Hachij...,,,A1,Japan
23244,Tupolev Tu-124,CCCP-45021,"Aeroflot, Moscow",0,Neva River,,,A1,Russia
23246,Antonov An-2V,CCCP-35359,"Aeroflot, Uralsk",0,between Tazo...,,,A1,Russia
23246,Lisunov Li-2,CCCP-54989,"Aeroflot, Far East",0,"Nikolskoe, A...",,,A1,Russia
23247,Fairchild F-27,N2707,West Coast Airlines,0,near Calgary-McCa...,,,A1,Canada
23247,Avia 14,CCCP-61617,"Aeroflot, Georgia",32,near Kutaisi Airp...,,,A1,Georgia
23250,Lockheed C-130A Hercules,56-0474,USAF,,Okinawa-Naha...,,,O1,Japan
23251,Boeing KC-135A,61-0319,USAF,6,near Bermuda,,,A1,Atlantic Ocean
23251,Boeing KC-135A,61-0322,USAF,5,near Bermuda,,,A1,Atlantic Ocean
23252,Douglas C-47B (DC-3),VP-KJT,East African Airways,0,Francistown ...,,,O1,Botswana
23252,Lockheed P-15 Neptune (P2V-5),7008,Brazilian AF,0,Salvador Air...,,,A1,Brazil
23254,Antonov An-2T,CCCP-01154,"Aeroflot, Armenia",1,near Kapan,,,A1,Armenia
??-AUG-1963,CV-2A Caribou (DHC-4),60-5440,US Army,,A Loui,,,A1,Vietnam
23258,SE-210 Caravelle III,HB-ICV,Swissair,80,Dürrenäsch,,,A1,Switzerland
23259,Curtiss C-46F,B-150,Air America,2,near Ban Phone Mo...,,,C1,Laos
23260,SE-210 Caravelle VI-R,PP-PDU,Panair do Brasil,0,"Gamela, PE",,,A1,Brazil
23261,Scottish Aviation Twin Pioneer 1,VR-OAE,Borneo Airways,0,near Sibu,,,A1,Malaysia
23263,Vickers 806 Viscount,G-AOJC,BEA,0,Genève-Coint...,,,A2,Switzerland
23265,Vickers 768D Viscount,VT-DIO,Indian Airlines,18,near Agra,,,A1,India
23265,Vickers 610 Viking 1B,F-BJER,Airnautic,40,Pic de la Ro...,,,A1,France
23271,PZL MD-12,SP-PAL,PZL-Mielec,5,near Bialobrzegi,,,A1,Poland
23274,Scottish Aviation Twin Pioneer 1,PK-GTB,Garuda,7,,,,A1,Indonesia
23275,Vickers 651 Valetta C.1,G-APKR,The Decca Navigator,0,London-Gatwi...,,,A1,U.K.
23276,Douglas C-133A Cargomaster,56-2002,USAF,10,"near Cape May, NJ...",,,A1,Atlantic Ocean
23278,Bristol 170 Superfreighter 32,G-AMWA,BUAF,0,Guernsey Air...,,,A1,U.K.
23280,Douglas C-47A (DC-3),F-BHKU,Air France,,Oran,,,U1,Algeria
23282,Douglas DC-7B,N843D,Eastern Air Lines,0,Nashville Me...,,,A1,USA
23282,Fairchild C-123B Provider,55-4513,USAF,0,Maha Sarakham,,,A1,Thailand
23293,Douglas C-74 Globemaster I,HP-385,Aeronaves de Panama,6,near Marseille-Ma...,,,A1,France
23294,Douglas C-47A (DC-3),42-92885,USAF,,unknown,,,A1,Unknown country
23296,Douglas C-47 (DC-3),T-21,TAM Paraguay,0,Asunción-Ñu-...,,,O1,Paraguay
23304,Ilyushin Il-14M,CCCP-04197,"Aeroflot, Polar",7,Graham Bell ...,,,A1,Russia
23305,Fairchild C-119G Flying Boxcar,BK-962,Indian AF,8,Bangalore Ai...,,,A1,India
23306,BAC One-Eleven 200AB,G-ASHG,BAC,7,near Chicklade,,,A1,U.K.
23307,Douglas C-47A (DC-3),42-24308,USAF,,unknown,,,A1,Vietnam
23307,Lisunov Li-2,CCCP-16172,"Aeroflot, Uralsk",0,Chelyabinsk ...,,,A1,Russia
23308,Fairchild C-123B Provider,56-4385,USAF,8,near Saigon,,,C1,Vietnam
23308,Douglas C-54A (DC-4),TF-IST,"Icelandair, op.for Danish Government",0,Narsarsuaq A...,,,O1,Greenland
23308,Consolidated Vultee PBY-6A Catalina,L-862,Danish AF,0,Narsarsuaq A...,,,O1,Greenland
23308,Consolidated Vultee PBY-6A Catalina,L-864,Danish AF,0,Narsarsuaq A...,,,O1,Greenland
23313,Douglas C-47A (DC-3),JA5024,All Nippon,,Toyama Airpo...,,,U1,Japan
23316,Douglas C-53C (DC-3),N45335,Lake Central Airlines,0,Indianapolis...,,,O1,USA
23316,Douglas C-47D (DC-3),43-48294,USAF,,,,,A1,Unknown country
23317,Martin 2-0-2,N177A,Allegheny Airlines,0,Newark Inter...,,,U1,USA
23321,Douglas DC-8-54F,CF-TJM,TCAL,0,London Airpo...,,,A2,U.K.
23323,Douglas C-47A (DC-3),OH-LCA,Aero OY,22,near Mariehamn Ai...,,,A1,Finland
23325,Ilyushin Il-18B,CCCP-75686,"Aeroflot, Moscow",,Kuibyshev Ai...,,,A1,Russia
23327,Boeing 707-437,VT-DJK,Air-India,0,Wien-Schwech...,,,A2,Austria
23330,Douglas C-47 (DC-3),ETM-6010,Mexican AF,4,"Ixtepec, Oaxaca",,,A1,Mexico
23337,Douglas C-47 (DC-3),,Indian AF,10,near Banihal pass...,,,A1,India
23343,Convair CV-340 or CV-440,,AVENSA,0,Port of Spai...,,,H2,Trinidad & Tobago
23344,Douglas DC-8-54F,CF-TJN,TCAL,118,Ste-Thérèse-...,,,A1,Canada
23344,Douglas C-47A (DC-3),N386T,Purdue University,1,"Morgantown, WV",,,A1,USA
23344,Howard Super Ventura,N555DM,Dumas Milner Corp.,,unknown,,,O1,Unknown country
23345,Douglas C-47A (DC-3),ET-AAT,Ethiopian Air Lines,0,Addis Ababa-...,,,A1,Ethiopia
23352,Curtiss C-46A,N609Z,Zantop,3,"near Nederland, CO",,,A1,USA
23352,Antonov An-12B,CCCP-11347,"Aeroflot, East Siberia",6,near Kirensk Airport,,,A1,Russia
23352,Ilyushin Il-14P,DM-SBL,Interflug,0,near Königsbrück,,,A1,Germany
23353,Boeing 707-121,N709PA,Pan Am,81,"Elkton, MD",,,A1,USA
23354,Curtiss C-46A,N5160V,private,3,near Azores Islands,,,A1,Atlantic Ocean
23357,U-1A Otter (DHC-3),58-1690,US Army,7,near Ban Me Thout,,,C1,Vietnam
23357,Douglas C-54A (DC-4),OD-AEB,TMA,3,near Ghazni,,,A1,Afghanistan
23361,Lisunov Li-2T,SP-LBG,LOT,0,Warszawa-Oke...,,,A1,Poland
23362,Handley Page Hastings C.1,TG610,RAF,0+ 1,Thorney Isla...,,,A1,U.K.
23366,Convair CV-580,N7601,Union Oil Comp. of California,0,Midland Air ...,,,A1,USA
23372,Douglas C-47A (DC-3),B-815,"Air America, op.for Royal Thai Border Police",12,near Songkhla,,,A1,Thailand
23375,Bristol 170 Freighter 31M,9697,RCAF,8,near Marville RCA...,,,A1,France
??-???-1963,Lisunov Li-2P,2210,Czechoslovak AF,,,,,U1,Unknown country
??-???-1963,Douglas C-47 (DC-3),YA-AAA,Ariana Afghan Airlines,,Logarh Valley,,,A1,Afghanistan
??-???-1963,Grumman SA-16A Albatross,11019,Republic of China AF,,,,,U1,Unknown country
23378,Douglas C-124C Globemaster II,52-0968,USAF,9,near Hawaii,,,A1,Pacific Ocean
23378,Lockheed 18 Lodestar,N5114,General Motors,0,Anderson Mun...,,,A2,USA
23379,Antonov An-2,CCCP-23740,"Aeroflot, Yakutsk",2,near Batagay Airport,,,A1,Russia
23379,Curtiss C-46,ZP-CCE,International Products Corp.,,Asuncion-Alf...,,,A1,Paraguay
23385,Douglas C-47A (DC-3),CF-ILQ,Austin Airways,0,near Rupert River...,,,A1,Canada
23385,Douglas C-47B (DC-3),LV-FYJ,ALA,30,"near Zaráte, BA",,,A1,Argentina
23386,Avro Shackleton MR.3,XF710,RAF,0,Culloden Moor,,,A1,U.K.
23389,Curtiss C-46 Super C,SE-CFF,Transair Congo,0,Thysville Ai...,,,A1,D.R. Congo
23399,Douglas HC-47A,42-93794,USAF,,unknown,,,A1,Unknown country
23401,Antonov An-2,CCCP-13651,"Aeroflot, Kazakstan",3,near Kenkiyak,,,A1,Kazakhstan
23404,CT-39A Sabreliner,62-4448,USAF,3,near Vogelsberg v...,,,C1,Germany
23404,Douglas C-47 (DC-3),FAC-658,Colombian AF,,,,,U1,Colombia
23405,Consolidated C-10A Catalina (PBY-5A,6508,Brazilian AF,1,"Belém, PA",,,A1,Brazil
23410,Douglas C-47A (DC-3),TC-ETI,THY,3,near Ankara-Esenb...,,,A1,Turkey
23411,Douglas C-47A (DC-3),CP-568,LAB,2,near Yacuiba Airp...,,,A1,Bolivia
23413,Douglas DC-3A-228C,PT-ATP,Perdigao SA Comercio y Industria,2,near São Sebastiã...,,,A1,Brazil
23413,Douglas C-54Q (DC-4),56522,US Navy,6,"near Calverton, NY",,,A1,USA
23414,Douglas C-47A (DC-3),42-100631,USAF,,Unknown,,,A1,Unknown country
23415,Consolidated C-87,CP-575,Compañia Boliviana de Aviacion,,La Paz-El Al...,,,A1,Bolivia
23416,Antonov An-2,CCCP-55541,"Aeroflot, Far East",3,near Dhzigda Airport,,,A1,Russia
23417,DHC-3 Otter,,Indian AF,3,"Mechuka, Utt...",,,A1,India
23422,Douglas C-47A (DC-3),PP-BTU,Paraense Transportes Aéreos,0,"near Tabajara, RO",,,A1,Brazil
23423,Fairchild C-123 Provider,,USAF,,,,,C1,Unknown country
23424,VEB 14P,HA-MAH,Malev,0,Budapest-Fer...,,,O1,Hungary
23424,Ilyushin Il-14,,Indian AF,13,Banihal Pass,,,A1,India
23425,Grumman G-73 Mallard,JA5067,Nitto Aviation,2,near Osaka-Itami ...,,,A1,Japan
23428,Douglas C-47B (DC-3),PI-C97,Philippine Air Lines,31,near Marawi,,,A1,Philippines
23430,Vickers 732 Viscount,SU-AKX,UAA,0,Beirut Inter...,,,A1,Lebanon
23432,Douglas DC-8-21,N8607,Eastern Air Lines,58,near New Orleans ...,,,A1,USA
23434,Convair CV-240-0,JA5098,Fuji Air Lines,20,Oita Airport...,,,A1,Japan
23436,Bristol 175 Britannia 312,G-AOVO,British Eagle,83,Mt. Glungezer,,,A1,Austria
23437,Lockheed L-049 Constellation,N86504,Paradise Airlines,85,near Lake Tahoe A...,,,A1,USA
23440,Fairchild C-119 Flying Boxcar,,Indian AF,22,near Barrackpore ...,,,A1,India
23441,Douglas C-47A (DC-3),LN-PAS,Widerøes Flyveselskap,0,Oslo-Fornebu...,,,A1,Norway
23444,SAAB Scandia 90A-1,PP-SQY,VASP,0,Londrina Air...,,,A1,Brazil
23444,Douglas C-47A (DC-3),HK-862,Líneas Aéreas Taxader,28,near Facatavivá,,,A1,Colombia
23444,Douglas DC-3A,N410D,Hansen Air Activities,1,near Chicago-O'Ha...,,,A1,USA
23445,DH-106 Comet 4,G-APDN,BOAC,0,Tehran-Mehra...,,,A2,Iran
23446,Douglas DC-4,N384,Slick Airways,3,near Boston-Logan...,,,A1,USA
23448,Douglas C-47A (DC-3),N61442,Frontier Airlines,5,near Miles City M...,,,A1,USA
23450,Douglas C-47B (DC-3),OB-PAX-224,Faucett,0,Rioja,,,A1,Peru
23453,Douglas C-47A (DC-3),T.3-1,Spanish AF,4,Tenerife-Los...,,,A1,Spain
23454,BAC One-Eleven 201AC,G-ASJB,BAC,0,Wisley Airfield,,,A1,U.K.
23458,DH-106 Comet 4,G-APDH,"BOAC, op.for Malaysian Airways",0,Singapore-Pa...,,,A1,Singapore
23460,Scottish Aviation Twin Pioneer 2,XW-PBJ,Continental Air Services,0,Vientiane-Wa...,,,O1,Laos
23460,Scottish Aviation Twin Pioneer 2,XW-PBP,Continental Air Services,0,Vientiane-Wa...,,,O1,Laos
23462,Curtiss C-46D,PP-LDL,VASP,3,Guanabara Ba...,,,A1,Brazil
23464,Douglas C-54A (DC-4),N4726V,Facilities Management Corp.,9,near San Fransisc...,,,A1,Pacific Ocean
23464,Vickers 785D Viscount,I-LAKE,Alitalia,45,Mt Somma,,,A1,Italy
23469,Douglas C-47A (DC-3),VT-COU,Kalinga Airlines,0,Calcutta-Dum...,,,A1,India
23471,Douglas DC-4,PP-BTQ,Paraense Transportes Aéreos,0,Belém Airpor...,,,A1,Brazil
23473,Vickers 639 Viking 1,G-AHOY,Invicta Int. Airways,0,London-Stans...,,,A2,U.K.
23474,Boeing 707-139,N779PA,Pan Am,0,New York-Joh...,,,A1,USA
23474,Douglas C-47A (DC-3),VT-CMD,Kalinga Airlines,0,Along Airpor...,,,A1,India
23474,Curtiss C-46A,PT-BVG,private,,"La Fortuna, BA",,,A1,Argentina
23474,Scottish Aviation Twin Pioneer 2,XW-PBN,Continental Air Services,0,Mekong River,,,A1,Laos
23478,PBV-1A Canso A (PBY-5A),PP-PCZ,Panair do Brasil,,"Portel, PA",,,A1,Brazil
23479,Douglas C-47B (DC-3),VR-AAM,Aden Airways,,Hargeisa,,,A1,Somalia
23484,SE-210 Caravelle III,OD-AEM,MEA,49,near Dhahran Inte...,,,A1,Saudi Arabia
23485,Fairchild C-119C Flying Boxcar,50-135,USAF,7,near Clinton Coun...,,,A1,USA
23485,Fairchild C-119C Flying Boxcar,50-138,USAF,10,near Clinton Coun...,,,A1,USA
23487,Fairchild C-119G Flying Boxcar,MM52-6036,Italian AF,6,near Pisa-Arturo ...,,,A1,Italy
23487,Douglas C-47 (DC-3),FAC-685,SATENA,4,"Larandia, Ch...",,,A1,Colombia
23488,Vickers 754D Viscount,OD-ACX,MEA,0,Al Arish Air...,,,A1,Egypt
23488,Nord 2501 Noratlas,178,French AF,18,Bouar Airpor...,,,A1,C.A.R.
23491,Douglas DC-7,N68N,FAA,0,Phoenix-Deer...,,,O1,USA
23492,Fairchild C-123B Provider,56-4388,Air National Guard,4,near Valdez Munic...,,,A1,USA
23494,Douglas DC-3C,VP-KJP,East African Airways,1,Kilwa Masoko...,,,A2,Tanzania
23496,Nord 2501 Noratlas,35,French AF,5,near Foix,,,A1,France
23496,Nord 2501D Noratlas,4X-FAD/044,Israeli AF,9,Mitzpe Ramon,,,A1,Israel
23497,Curtiss C-46D,LV-HIJ,Aerolineas Carreras,0,Laguna Brava...,,,A1,Argentina
23499,Lockheed C-130A Hercules,56-0492,USAF,0,Ie Shima Air...,,,A1,Japan
23500,Consolidated PBY-6A Catalina,L-867,Danish AF,0,near Upernavik,,,A1,Greenland
23501,Douglas R4D-4 (DC-3),EP-ADI,Iran Air,,Isfahan,,,A1,Iran
23502,CV-2B Caribou (DHC-4),61-2593,US Army,15,Tan Hiep,,,A1,Vietnam
23504,Fairchild F-27A,N2770R,Pacific Air Lines,44,"near San Ramon, CA",,,C1,USA
23505,Douglas C-54A (DC-4),T-47,Argentine AF,46,near Lima Interna...,,,A1,Peru
23506,Douglas C-124C Globemaster II,52-1008,USAF,6,"near Cooperton, K...",,,A1,USA
23508,Boeing C-135B,61-0332,USAF,79+ 1,Angeles City...,,,A1,Philippines
23508,Lockheed P-2E Neptune,131481,US Navy,10,near Cadiz,,,A1,Spain
23508,Fairchild C-119 Flying Boxcar,,USAF,2,"Seale, AL",,,A1,USA
23510,Antonov An-2R,CCCP-09259,"Aeroflot, Ukraine",1,"Svetilnoye, ...",,,A1,Ukraine
23512,Douglas C-47H,17105,US Navy,1,Antisana Vol...,,,A1,Ecuador
23517,Douglas C-47A (DC-3),PI-C568,Fleming,,Manila Inter...,,,O1,Philippines
23517,DHC-3 Otter,PI-C51,Philippine Air Lines,11,Sibuco Point,,,A1,Philippines
23519,DHC-3 Otter,303,"UN, opb Norwegian AF",0,near Luvungi airs...,,,C1,D.R. Congo
23520,Vickers 701 Viscount,G-AMON,Cambrian Airways,0,near Barcelona,,,A2,Spain
23524,Douglas C-47 (DC-3),PP-SPZ,VASP,3,Morro do São...,,,A1,Brazil
23526,Scottish Aviation Twin Pioneer CC.1,XM942,RAF,0,Long Akah,,,A1,Malaysia
23526,Douglas DC-4,CP-717,TABSA,0,near Trinidad Air...,,,A1,Bolivia
23526,Boeing 707-331,N761TW,TWA,0,Paris-Orly A...,,,A2,France
??-MAY-1964,Antonov An-12B,,Unknown,,unknown,,,A1,Russia
23529,Douglas R5D-2 (DC-4),50867,US Navy,,Twin Cities ...,,,O1,USA
23532,Learjet 23,N801L,Lear Jet,0,"Wichita, KS",,,A1,USA
23534,Douglas SC-47D (DC-3),CP-729,Aerolineas Abaroa,0,La Paz-El Al...,,,A1,Bolivia
23534,Douglas C-47B (DC-3),PP-SPK,VASP,0,Brasília Int...,,,A1,Brazil
23536,Antonov An-2SX,CCCP-25467,"Aeroflot, Privolzhsk",2,Cheremshan,,,A1,Russia
23537,Tupolev Tu-104B,CCCP-42476,"Aeroflot, West Siberia",0,Novosibirsk ...,,,A1,Russia
23537,Douglas C-47A (DC-3),ETI-51,Turkish AF,6,near Çanakkale,,,A1,Turkey
23539,Vickers Valetta C.1,VW863,RAF,0,Labuan Airpo...,,,A1,Malaysia
23539,Lockheed RB-69A Neptune,54-4037,Republic of China AF,13,"near Yantai, Shan...",,,C1,China
23541,Lisunov Li-2P,YR-DAC,Tarom,,near Bacau Airpor...,,,A1,Romania
23541,Vickers 757 Viscount,CF-THT,Air Canada,0,Toronto Inte...,,,A1,Canada
23541,Douglas C-47A (DC-3),HZ-AAN,Saudi Arabian,2,"near Jeddah, Saud...",,,A1,Indian Ocean
23548,Curtiss C-46D,B-908,Civil Air Transport,57,San-Chiao,,,A1,Taiwan
23549,Douglas C-47A (DC-3),EC-AQH,TASSA,1,near Palma de Mal...,,,A1,Spain
23552,CV-2B Caribou (DHC-4),62-4196,US Army,5+ 2,"near Ridgeway, SC",,,A1,USA
23553,Fokker F-27 Friendship 200,AP-ALO,PIA,0,Dhaka-Tejgao...,,,A1,Bangladesh
23553,Douglas C-47B (DC-3),T-30,Argentine AF,0,Santiago del...,,,A1,Argentina
23553,Bristol 175 Britannia 312,G-AOVJ,BOAC,0,Bermuda-Kind...,,,A2,Bermuda
23554,Douglas C-54A (DC-4),0189/5-T-2,Argentine Navy,0,near Río Gallegos...,,,A1,Argentina
23557,Douglas HC-54D (DC-4),42-72590,USAF,7,near Bermuda,,,A1,Bermuda
23557,Boeing KC-97G Stratofreighter,52-2773,USAF,10,near Bermuda,,,A1,Bermuda
23558,Douglas C-54A (DC-4),N188S,Zantop,,,,,U1,Unknown country
23559,DHC-4A Caribou,A4-134,RAAF,0,Nowra Airpor...,,,A1,Australia
23560,Ilyushin Il-18B,CCCP-75661,"Aeroflot, Moscow",,Krasnodar Ai...,,,A1,Russia
23561,Grumman HU-16E Albatross,7233,US Coast Guard,5,"near Ketchikan, AK",,,A1,USA
23561,Douglas C-47A (DC-3),6875,South African AF,0,Johannesburg...,,,O1,South Africa
23561,Antonov An-2R,CCCP-09242,"Aeroflot, Privolzhsk",1,near Urtazym,,,A1,Russia
23562,PBV-1A Canso A (PBY-5A),F-ZBAR,Securité Civile,0,near Donzère,,,A1,France
23566,Boeing KC-135A,60-0340,USAF,4,Death Valley...,,,A1,USA
23567,Vickers 745D Viscount,N7405,United Airlines,39,near Parrottsvill...,,,A1,USA
23573,Boeing 720-030B,D-ABOP,Lufthansa,3,near Ansbach,,,A1,Germany
23574,Douglas DC-7B,N809D,Eastern Air Lines,0,Richmond Air...,,,A1,USA
23578,Douglas DC-7B,N831D,Eastern Air Lines,0,Charlotte-Do...,,,A1,USA
23579,Antonov An-2T,CCCP-32637,"Aeroflot, Krasnoyarsk",0,,,,A1,?
23579,Lockheed P-2H Neptune,145922,US Navy,0,Norfolk NAS ...,,,A1,USA
23580,Curtiss C-46,AN-AKY,LANICA,0,near Managua Airp...,,,A1,Nicaragua
23581,Fairchild C-123B Provider,56-4383,USAF,0,Gia Vuc,,,A1,Vietnam
23584,Antonov An-2,DM-SKS,Interflug,2,near Magdeburg,,,A1,Germany
23585,Curtiss C-46,6340,Republic of China AF,6,near Pingtung,,,A1,Taiwan
23585,Curtiss C-46,6331,Republic of China AF,6,near Pingtung,,,A1,Taiwan
23585,Curtiss C-46,6008,Republic of China AF,6,near Pingtung,,,A1,Taiwan
23587,Douglas C-47D (DC-3),43-49253,USAF,,,,,A1,Unknown country
23588,Fairchild C-119 Flying Boxcar,,Indian AF,4,,,,A1,India
23588,Douglas DC-7,N464,FAA,0,Washington-D...,,,A2,USA
23592,Ilyushin Il-18V,CCCP-75824,"Aeroflot, Moscow",,Magadan Airp...,,,A1,Russia
23592,Fairchild C-82A Packet,N4829V,M&F,0,Granite Moun...,,,A1,USA
23593,Douglas C-47B (DC-3),AF-101,Zambian Air Force,,Lundazi Dist...,,,O1,Zambia
23597,Douglas C-47B (DC-3),AF-102,Zambian Air Force,,Lundazi Dist...,,,O1,Zambia
23603,CV-2B Caribou (DHC-4),62-4151,US Army,,near Ceiba-Roosev...,,,A1,Puerto Rico
23605,Curtiss C-46A,PP-NMF,VASP,1,"near Belém, PA",,,A1,Brazil
23608,Douglas C-47 (DC-3),N61350,Hawthorne Nevada,0,"near Tonopah, NV",,,A1,USA
23609,U-1A Otter (DHC-3),57-6117,US Army,2,Rioja area,,,A1,Peru
23609,BAC One-Eleven 201AC,G-ASJD,BAC,0,near Tilshead,,,A2,U.K.
23610,Curtiss C-46D,51-1121,JASDF,,Okayama Airp...,,,A1,Japan
23611,Douglas C-47A (DC-3),CP-680,S.A.Cochabamba,4,near Tipuani,,,A1,Bolivia
23611,Avia 14T,3148,Czechoslovak AF,10,Hurka,,,A1,Czech Rep.
23612,Lockheed WC-121N Super Constellatio,137891,US Navy,0,near Puerto Rico,,,A1,Puerto Rico
23614,Vickers Varsity T.1,WF329,RAF,2,near Topcliffe RA...,,,A1,U.K.
23616,Canadair DC-4M2 North Star,CF-TFJ,LEBCA,0,Miami Intern...,,,O1,USA
23616,Canadair DC-4M2 North Star,CF-TFQ,Keegan Aviation,0,Miami Intern...,,,O1,USA
23616,Canadair DC-4M2 North Star,YV-C-LBU,LEBCA,0,Miami Intern...,,,O1,USA
23616,Curtiss C-46F,N4876V,Argonaut Airways,0,Miami Intern...,,,O1,USA
23616,Curtiss C-46A,N9903F,Airlift Int.,0,Miami Intern...,,,O1,USA
23616,Curtiss C-46F,N1823M,Airlift Int.,0,Miami Intern...,,,O1,USA
23616,Douglas C-47B (DC-3),N34963,Boreas,0,Miami Intern...,,,O1,USA
23616,Douglas C-124C Globemaster II,50-114,USAF,,Homer Airpor...,,,U1,USA
??-AUG-1964,Antonov An-12B,,Unknown,,unknown,,,A1,Russia
23622,Ilyushin Il-18V,CCCP-75531,"Aeroflot, Krasnoyarsk",87,near Yuzhno-Sakha...,,,A1,Russia
23623,Lockheed L-1649A Starliner,LV-GLI,FAA,0,Phoenix-Deer...,,,O1,USA
23623,Douglas C-47D,L2-29/02?,Thai AF,28,Vaong Nong,,,A1,Thailand
23623,Lockheed C-130B Hercules,T-1307,Indonesian AF,55,Karimata Strait,,,A1,Malaysia
23624,Vickers 701C Viscount,PP-SRR,VASP,39,near Nova Friburg...,,,A1,Brazil
23627,Douglas SC-47D (DC-3),T.3-38,Spanish AF,,,,,U1,Unknown country
23628,Lockheed SP-2E Neptune,131513,US Navy,5,near Vietnam coas...,,,A1,Pacific Ocean
23631,Scottish Aviation Twin Pioneer CC.1,XP294,RAF,0,Bario Airpor...,,,A1,Malaysia
23633,Fokker F-27 Friendship 200,HB-AAI,Balair,0,Málaga Airpo...,,,A1,Spain
23635,Douglas C-47A (DC-3),HK-319,Avianca,2,near Condoto,,,A1,Colombia
23635,Douglas C-47 (DC-3),FAC-667,SATENA,0,Puerto Rico ...,,,A1,Colombia
23636,Antonov An-8RU,CCCP-55517?,Unknown,,Kiev-Gostome...,,,A1,Ukraine
23636,Scottish Aviation Twin Pioneer CC.1,XM943,RAF,0,Manawa,,,A1,Yemen
23637,Antonov An-2S,DM-SKH,Interflug,0,near Hanstedt II,,,H2,Germany
23640,Scottish Aviation Twin Pioneer 2,XW-PBO,Bird & Sons,,Muang Hein (...,,,A1,Laos
23642,Douglas C-47A (DC-3),N1549V,Caribair,0,San Juan-Isl...,,,A2,Puerto Rico
23648,Douglas DC-7C,G-ASID,Caledonian Airways,0,Istanbul,,,A1,Turkey
23649,Douglas C-47 (DC-3),G-AOFZ,BMA,0,Guernsey Air...,,,A2,U.K.
23650,Douglas C-47 (DC-3),,Iran AF,1,Shiraz Airpo...,,,A1,Iran
23652,Douglas DC-6B,F-BHMS,UTA,80,Mt Alcazaba,,,A1,Spain
23652,Douglas C-54A (DC-4),YK-ADA,Syrian Arab Airlines,0,Damascus Air...,,,A1,Syria
23652,Lockheed L-749A-79 Constellation,LX-IOK,Interocean,1,Addis Ababa-...,,,A1,Ethiopia
23652,Steward-Davis Super Catalina (PBY-5,N4936V,Alaska Coastal-Ellis Airlines,1,"Otter Lake, ...",,,A1,USA
23656,Vickers 951 Vanguard,G-APEE,BEA,0,Glasgow-Renf...,,,A2,U.K.
23659,Ilyushin Il-14P,YR-ILB,Tarom,31,near Cugir,,,A1,Romania
23663,Lisunov Li-2,CCCP-04370,"Aeroflot, Polar",0,near Cape Khorgoy,,,A1,Russia
23664,Douglas C-47A (DC-3),G-AGJV,BMA,0,Derby Airport,,,A2,U.K.
23665,Fokker F-27 Friendship 100,VT-DOL,Indian Airlines,0,Madras Airpo...,,,A2,India
23666,Antonov An-12B,T-1202,Indonesian AF,13,near Palembang,,,A1,Indonesia
23669,Ilyushin Il-18V,CCCP-75668,Soviet AF,33,Mount Avala,,,A1,Serbia
23672,Fairchild C-119G Flying Boxcar,MM52-6041,Italian AF,0,Châteauroux ...,,,A2,France
23672,Douglas LC-47H,12407,US Navy,0,Lillie Glacier,,,A1,Antarctica
23674,Fairchild C-123B Provider,55-4549,USAF,8,near Phumi Dak Dam,,,C1,Cambodia
23674,Antonov An-2,CCCP-01231,"Aeroflot, Far East",2,near Nikolayevsk-...,,,A1,Russia
23681,CV-2B Caribou (DHC-4),63-9736,US Army,3,"near Augusta, GA",,,A1,USA
23681,CV-2B Caribou (DHC-4),63-9749,US Army,3,"near Augusta, GA",,,A1,USA
23682,Fairchild C-123B Provider,56-4355,USAF,0,near Magong,,,A1,Taiwan
23684,Lockheed C-121J Super Constellation,131625,US Navy,,Patuxent Riv...,,,A1,USA
23686,Boeing KC-97,,USAF,5,near Portsmouth-P...,,,A1,USA
23686,DH-106 Comet 4B,G-APMD,BEA,0,Málaga Airpo...,,,A2,Spain
23688,Douglas C-133A Cargomaster,56-2014,USAF,7,near Goose Bay Ai...,,,A1,Canada
23688,Fairchild C-82A Packet,N74127,Steward-Davis,2,"near Perote, Vera...",,,A1,Mexico
23690,Curtiss C-46D,HK-400,Aerocondor de Colombia,0,Barranquilla...,,,A1,Colombia
23690,Antonov An-2SX,CCCP-43915,"Aeroflot, Moldova",4,near Gavanoasa,,,A1,Moldova
23692,Lockheed P2V-6M Neptune,134663,French Navy,10,Heraklion Ai...,,,A1,Greece
23693,Lockheed 18 Lodestar,N171Q,Private,4,Freeport-Gra...,,,A1,Bahamas
23696,Fairchild F-27A,N745L,Bonanza Air Lines,29,"near Las Vegas, NV",,,A1,USA
23698,Lockheed P-3A Orion,151362,US Navy,10,near Argentia-NAS...,,,A1,Canada
